date|source|issue_title|related_content|keywords|description|source_url|image_url
2026-09-10|YouTube 반응|연애를 시작하고 눈물이 많아진 이유 #영화 #만약에우리 관련 YouTube 화제 영상|연애를 시작하고 눈물이 많아진 이유 #영화 #만약에우리|영화,쇼츠,리뷰,명장면,검색,연애를,시작하고,눈물이,많아진,이유,만약에우리,크크썰,가장,초라했던,그때,눈부셨던|'연애를 시작하고 눈물이 많아진 이유 #영화 #만약에우리' 영상이 공개 7일 기준 조회수 1,885,792회, 좋아요 18,312개, 댓글 227개를 기록. 일평균 조회수 약 269,399회. 채널: 크크썰. 수집 경로: 검색:영화 명장면 쇼츠. 영상 유형: 쇼츠/숏폼 후보.|https://www.youtube.com/watch?v=9N4i7fEM7Sk|https://i.ytimg.com/vi/9N4i7fEM7Sk/hqdefault.jpg
2026-09-10|YouTube 반응|인간병기 관련 YouTube 화제 영상|인간병기|드라마,영화,OTT,넷플릭스,공개,리뷰,결말,스릴러,몰아보기,범죄,검색,조용히,살고있던,인간병기,아내를,건드린|"'조용히 살고있던 ""인간병기""의 아내를 건드린 범죄조직의 최후[결말포함]' 영상이 공개 2일 기준 조회수 422,979회, 좋아요 910개, 댓글 50개를 기록. 일평균 조회수 약 211,490회. 채널: movie trip 무비트립. 수집 경로: 검색:한국 영화 리뷰 / 검색:드라마 몰아보기 / 검색:영화 요약. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=ARw0J3F8fSE|https://i.ytimg.com/vi/ARw0J3F8fSE/hqdefault.jpg
2026-09-10|KOBIS 박스오피스|딥 워터 박스오피스 24계단 상승해 10위|딥 워터|영화,박스오피스,흥행,워터|2026-09-09 KOBIS 일별 박스오피스 10위. 일일 관객 3,232명, 누적 관객 3,500명, 매출 점유율 1.2%. 전일 대비 순위 변화 +24.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-10|온라인 화제·뉴스|‘최애의 사원’ 강훈·김혜준, 해피엔딩 결말…최종회 시청률 ‘3.1%’ 유종의 美 - mhnse.com|최애의 사원|드라마,예능,시청률,화제,결말,종영,최애의,사원,강훈,김혜준,해피엔딩,최종회,유종의,mhnse,com|‘최애의 사원’ 강훈·김혜준, 해피엔딩 결말…최종회 시청률 ‘3.1%’ 유종의 美 mhnse.com|https://mhnse.com/news/articleView.html?idxno=1534330|https://cdn.mhnse.com/mhnsports/2026/09/10115431/thumb_ccms_55599.jpg
2026-09-09|YouTube 반응|단체로 뇌 또 또 또 빠진 날 관련 YouTube 화제 영상|단체로 뇌 또 또 또 빠진 날|음악,인기,단체로,빠진,통깡이,스트리머,합방,노가리,상황극,비타민,맛이,다양하네,생방송은,치지직에서,https,chzzk|'단체로 뇌 또 또 또 빠진 날' 영상이 공개 6일 기준 조회수 438,254회, 좋아요 8,115개, 댓글 1,015개를 기록. 일평균 조회수 약 73,042회. 채널: 통깡이. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=CGv7QNmqNxg|https://i.ytimg.com/vi/CGv7QNmqNxg/hqdefault.jpg
2026-09-09|YouTube 반응|하늘땅 별땅 관련 YouTube 화제 영상|하늘땅 별땅|SNS,인기,UNIS,유니스,하늘땅,별땅,Performance,Video,UNI,Story,하늘땅별땅,YouTube,https,youtube,com,Offcl|'UNIS(유니스) '하늘땅 별땅' Performance Video' 영상이 공개 5일 기준 조회수 883,293회, 좋아요 37,785개, 댓글 4,386개를 기록. 일평균 조회수 약 176,659회. 채널: UNIS. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=luTz3QoowrU|https://i.ytimg.com/vi/luTz3QoowrU/hqdefault.jpg
2026-09-09|YouTube 반응|스캔들 관련 YouTube 화제 영상|스캔들|드라마,넷플릭스,신작,공식채널,스캔들,9월,18일,넷플릭스에서,시청하세요,https,www,netflix,com,kr,title,81911390|"'스캔들 | 공식 예고편 | 넷플릭스' 영상이 공개 4일 기준 조회수 721,144회, 좋아요 1,890개, 댓글 461개를 기록. 일평균 조회수 약 180,286회. 채널: Netflix Korea 넷플릭스 코리아. 수집 경로: 공식채널:Netflix Korea. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=siNk-uYGQ1c|https://i.ytimg.com/vi/siNk-uYGQ1c/hqdefault.jpg
2026-09-09|YouTube 반응|군필 출신 관련 YouTube 화제 영상|군필 출신|영화,OTT,넷플릭스,신작,공개,리뷰,결말,배우,몰아보기,검색,넷플릭스가,실제,군필,출신,여배우까지,캐스팅해|"'와..넷플릭스가 실제 ""군필 출신"" 여배우까지 캐스팅해 ""1700억"" 때려부어 작정하고 찍어버린 ≪미션 임파서블≫ 제작진의 SSS급 액션 대작 ㄷㄷ' 영상이 공개 5일 기준 조회수 967,704회, 좋아요 3,210개, 댓글 125개를 기록. 일평균 조회수 약 193,541회. 채널: 드림텔러 DREAM TELLER. 수집 경로: 검색:한국 영화 리뷰. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=xp1AAxBmeZc|https://i.ytimg.com/vi/xp1AAxBmeZc/hqdefault.jpg
2026-09-09|온라인 화제·뉴스|진천 K스토리 웹툰, 북미·일본 시장서 잇단 성과 - 청주일보||콘텐츠,수상,해외,반응,진천,K스토리,웹툰,북미,일본,시장서,잇단,성과,청주일보|진천 K스토리 웹툰, 북미·일본 시장서 잇단 성과 청주일보|https://www.cj-ilbo.com/news/articleView.html?idxno=1182916|http://www.cj-ilbo.com/news/thumbnail/202609/1182916_1101590_754_v150.jpg
2026-09-09|온라인 화제·뉴스|"[NC인터뷰] '만약에 우리'→'인턴' 김도영 감독 ""흥행 '야망' 보다 이야기가 먼저죠"" - 뉴스컬처"|NC인터뷰|신작,배우,감독,인터뷰,흥행,NC인터뷰,만약에,우리,인턴,김도영,야망,보다,이야기가,먼저죠,뉴스컬처|"[NC인터뷰] '만약에 우리'→'인턴' 김도영 감독 ""흥행 '야망' 보다 이야기가 먼저죠"" 뉴스컬처"|https://www.nc.press/news/articleView.html?idxno=626081|https://cdn.nc.press/news/photo/202609/626081_858675_3741.jpg
2026-09-08|YouTube 반응|Death of Me 관련 YouTube 화제 영상|Death of Me|OTT,인기,EVAN,에반,Death,of,Me,MV,HYBE,LABELS,YouTube,특전이,포함된,앨범,구매,방법|'EVAN (에반) 'Death of Me' Official MV' 영상이 공개 5일 기준 조회수 11,484,661회, 좋아요 412,857개, 댓글 32,050개를 기록. 일평균 조회수 약 2,296,932회. 채널: HYBE LABELS. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=iNMvUYjaieA|https://i.ytimg.com/vi/iNMvUYjaieA/hqdefault.jpg
2026-09-08|YouTube 반응|핵으로 망해버린 니케 근황 관련 YouTube 화제 영상|핵으로 망해버린 니케 근황|유튜브,리뷰,인기,핵으로,망해버린,니케,근황,지존조세,생방송,치지직,링크,https,chzzk,naver,com,b9a295ea982b0f1e879e5cb646e4e23f|'핵으로 망해버린 니케 근황' 영상이 공개 5일 기준 조회수 610,315회, 좋아요 4,164개, 댓글 1,952개를 기록. 일평균 조회수 약 122,063회. 채널: 지존조세. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=UXVIHlFb3fw|https://i.ytimg.com/vi/UXVIHlFb3fw/hqdefault.jpg
2026-09-08|YouTube 반응|우리 란이 뽀뽀~쪽😘│2026 LCK│울챔스 관련 YouTube 화제 영상|우리 란이 뽀뽀~쪽😘│2026 LCK│울챔스|인기,우리,란이,뽀뽀,2026,LCK,울챔스,Wolf,lck,t1wolf,경기,정보,2026년,09월,06일,Play|'우리 란이 뽀뽀~쪽😘│2026 LCK│울챔스 하이라이트' 영상이 공개 6일 기준 조회수 560,707회, 좋아요 3,153개, 댓글 269개를 기록. 일평균 조회수 약 93,451회. 채널: Wolf. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=9jNmYK9jFh8|https://i.ytimg.com/vi/9jNmYK9jFh8/hqdefault.jpg
2026-09-08|YouTube 반응|대환장 기안장 시즌2 관련 YouTube 화제 영상|대환장 기안장 시즌2|예능,넷플릭스,공개,공식채널,대환장,기안장,시즌2,기안의,상상이,한겨울,대관령에서,다시,시작됩니다,신입,직원,김연경|"'대환장 기안장 시즌2 | 공식 예고편 | 넷플릭스' 영상이 공개 4일 기준 조회수 530,881회, 좋아요 3,425개, 댓글 433개를 기록. 일평균 조회수 약 132,720회. 채널: Netflix Korea 넷플릭스 코리아. 수집 경로: 공식채널:Netflix Korea. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=UGLVvzfOJ-I|https://i.ytimg.com/vi/UGLVvzfOJ-I/hqdefault.jpg
2026-09-08|YouTube 반응|팡이요, 메이플스토리 관련 YouTube 화제 영상|팡이요, 메이플스토리|유튜브,인기,벌써,제논이,데티,1차,해방을,완료했습니다,팡이요,메이플스토리,풀버전은,SOOP,방송국,VOD에,자동,업로드가|'벌써 제논이 데티 1차 해방을 완료했습니다! ㄷㄷ [팡이요, 메이플스토리]' 영상이 공개 3일 기준 조회수 401,106회, 좋아요 947개, 댓글 194개를 기록. 일평균 조회수 약 133,702회. 채널: 팡이요. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=4bJL3Z27DVo|https://i.ytimg.com/vi/4bJL3Z27DVo/hqdefault.jpg
2026-09-08|KOBIS 박스오피스|오크 스트리트의 마지막 날 박스오피스 2계단 상승해 7위|오크 스트리트의 마지막 날|영화,박스오피스,흥행,오크,스트리트의,마지막|2026-09-07 KOBIS 일별 박스오피스 7위. 일일 관객 1,089명, 누적 관객 131,591명, 매출 점유율 0.7%. 전일 대비 순위 변화 +2.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-08|KOBIS 박스오피스|명탐정 코난: 하이웨이의 타천사 일일 박스오피스 8위|명탐정 코난: 하이웨이의 타천사|영화,박스오피스,흥행,명탐정,코난,하이웨이의,타천사|2026-09-07 KOBIS 일별 박스오피스 8위. 일일 관객 905명, 누적 관객 421,534명, 매출 점유율 0.5%. 전일 대비 순위 변화 +0.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-08|KOBIS 박스오피스|인 더 그레이 박스오피스 6계단 상승해 9위|인 더 그레이|영화,박스오피스,흥행,그레이|2026-09-07 KOBIS 일별 박스오피스 9위. 일일 관객 820명, 누적 관객 9,200명, 매출 점유율 0.4%. 전일 대비 순위 변화 +6.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-08|KOBIS 박스오피스|왕과 사는 남자 박스오피스 신규 진입 10위|왕과 사는 남자|영화,박스오피스,흥행,왕과,사는,남자|2026-09-07 KOBIS 일별 박스오피스 10위. 일일 관객 600명, 누적 관객 16,922,932명, 매출 점유율 0.2%. 신규 진입.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-08|Netflix Top 10|The Last House 넷플릭스 한국 Top 10 1위|The Last House|OTT,넷플릭스,신작,랭킹,Last,House,Films|Netflix 공식 국가별 주간 Top 10에서 한국 1위. 카테고리: Films. 누적 Top 10 진입 3주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Wild Sing 넷플릭스 한국 Top 10 2위|Wild Sing|OTT,넷플릭스,신작,랭킹,Wild,Sing,Films|Netflix 공식 국가별 주간 Top 10에서 한국 2위. 카테고리: Films. 누적 Top 10 진입 4주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|The Apartment Job: Limited Series 넷플릭스 한국 Top 10 3위|The Apartment Job|OTT,넷플릭스,신작,랭킹,Apartment,Job,Limited,Series,TV|Netflix 공식 국가별 주간 Top 10에서 한국 3위. 카테고리: TV. 누적 Top 10 진입 7주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Spooky in Love: Limited Series 넷플릭스 한국 Top 10 4위|Spooky in Love|OTT,넷플릭스,신작,랭킹,Spooky,in,Love,Limited,Series,TV|Netflix 공식 국가별 주간 Top 10에서 한국 4위. 카테고리: TV. 누적 Top 10 진입 6주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Spider-Man: Homecoming 넷플릭스 한국 Top 10 4위|Spider-Man: Homecoming|OTT,넷플릭스,신작,랭킹,Spider,Man,Homecoming,Films|Netflix 공식 국가별 주간 Top 10에서 한국 4위. 카테고리: Films. 누적 Top 10 진입 7주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Spider-Man: Far from Home 넷플릭스 한국 Top 10 5위|Spider-Man: Far from Home|OTT,넷플릭스,신작,랭킹,Spider,Man,Far,from,Home,Films|Netflix 공식 국가별 주간 Top 10에서 한국 5위. 카테고리: Films. 누적 Top 10 진입 8주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Extinction 넷플릭스 한국 Top 10 6위|Extinction|OTT,넷플릭스,신작,랭킹,Extinction,Films|Netflix 공식 국가별 주간 Top 10에서 한국 6위. 카테고리: Films. 누적 Top 10 진입 2주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Facing El Chapo 넷플릭스 한국 Top 10 7위|Facing El Chapo|OTT,넷플릭스,신작,랭킹,Facing,El,Chapo,Films|Netflix 공식 국가별 주간 Top 10에서 한국 7위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|The Auditors: Season 1 넷플릭스 한국 Top 10 8위|The Auditors|OTT,넷플릭스,신작,랭킹,Auditors,Season,TV|Netflix 공식 국가별 주간 Top 10에서 한국 8위. 카테고리: TV. 누적 Top 10 진입 2주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|The Beekeeper 넷플릭스 한국 Top 10 8위|The Beekeeper|OTT,넷플릭스,신작,랭킹,Beekeeper,Films|Netflix 공식 국가별 주간 Top 10에서 한국 8위. 카테고리: Films. 누적 Top 10 진입 7주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Cradle 2 the Grave 넷플릭스 한국 Top 10 9위|Cradle 2 the Grave|OTT,넷플릭스,신작,랭킹,Cradle,Grave,Films|Netflix 공식 국가별 주간 Top 10에서 한국 9위. 카테고리: Films. 누적 Top 10 진입 1주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|Suicide Squad 넷플릭스 한국 Top 10 10위|Suicide Squad|OTT,넷플릭스,신작,랭킹,Suicide,Squad,Films|Netflix 공식 국가별 주간 Top 10에서 한국 10위. 카테고리: Films. 누적 Top 10 진입 3주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|Netflix Top 10|My AI Partner: Strange Love: Season 1 넷플릭스 한국 Top 10 10위|My AI Partner: Strange Love|OTT,넷플릭스,신작,랭킹,My,AI,Partner,Strange,Love,Season,TV|Netflix 공식 국가별 주간 Top 10에서 한국 10위. 카테고리: TV. 누적 Top 10 진입 1주. 집계 주간: 2026-08-23.|https://www.netflix.com/unsupportedbrowser|
2026-09-08|온라인 화제·뉴스|배우 이나영, ‘메기’ 이옥섭 신작 ‘사랑의 카운셀러’ 출연 - 인터뷰365|메기|신작,배우,감독,인터뷰,출연,이나영,메기,이옥섭,사랑의,카운셀러,인터뷰365|배우 이나영, ‘메기’ 이옥섭 신작 ‘사랑의 카운셀러’ 출연 인터뷰365|https://www.interview365.com/news/articleView.html?idxno=112077|http://www.interview365.com/news/thumbnail/202609/112077_146285_4310_v150.jpg
2026-09-07|YouTube 반응|데미지0 관련 YouTube 화제 영상|데미지0|인기,원딜,무쓸모로,만드는,데미지0,무한조롱,트린다미어,무지개맛,Rainbow,Flavor,괴랄한,증강,스킬,아이템,조합들,특별한|"'원딜 무쓸모로 만드는 ""데미지0"" 무한조롱 트린다미어' 영상이 공개 6일 기준 조회수 1,075,230회, 좋아요 3,084개, 댓글 392개를 기록. 일평균 조회수 약 179,205회. 채널: 무지개맛 Rainbow Flavor. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=cLoocnmkw6A|https://i.ytimg.com/vi/cLoocnmkw6A/hqdefault.jpg
2026-09-07|YouTube 반응|직장인들 시즌3 관련 YouTube 화제 영상|직장인들 시즌3|공식채널,Coupang,Play,DY,기획,직원들이,목숨이,위태로운,이유,직장인들,시즌3,2화,쿠팡플레이,후장님,BTS,몰라요|'DY 기획 직원들이 목숨이 위태로운 이유 💥 [직장인들 시즌3] 2화 하이라이트' 영상이 공개 5일 기준 조회수 1,273,102회, 좋아요 2,142개, 댓글 163개를 기록. 일평균 조회수 약 254,620회. 채널: 쿠팡플레이 Coupang Play. 수집 경로: 공식채널:Coupang Play. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=TS8Clu_bPMY|https://i.ytimg.com/vi/TS8Clu_bPMY/hqdefault.jpg
2026-09-07|YouTube 반응|CHOOSE YOUR QWER 관련 YouTube 화제 영상|CHOOSE YOUR QWER|SNS,인기,CHOOSE,YOUR,QWER,QWER의,미발매,신곡,당신의,취향을,골라주세요,Guide,Demo,Ver,CHOOSEYOURQWER,투표|'[CHOOSE YOUR QWER] QWER의 미발매 신곡 중 당신의 취향을 골라주세요! (Guide Demo Ver.)' 영상이 공개 5일 기준 조회수 106,628회, 좋아요 2,980개, 댓글 998개를 기록. 일평균 조회수 약 21,326회. 채널: QWER. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=V8nqj9-VXxs|https://i.ytimg.com/vi/V8nqj9-VXxs/hqdefault.jpg
2026-09-07|YouTube 반응|사랑이 온다 관련 YouTube 화제 영상|사랑이 온다|드라마,가족,몰아보기,검색,14화,엄마가,결이,엄마야,친구가,버리고,아기를,키웠던,안희연,사랑이,온다,KBS|"'［14화 하이라이트] ＂엄마가 결이 엄마야＂친구가 버리고 간 아기를 키웠던 안희연 [사랑이 온다] | KBS 260906 방송' 영상이 공개 5일 기준 조회수 528,201회, 좋아요 1,451개, 댓글 381개를 기록. 일평균 조회수 약 105,640회. 채널: KBS Drama. 수집 경로: 검색:드라마 몰아보기. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=ZWSwecBT2ao|https://i.ytimg.com/vi/ZWSwecBT2ao/hqdefault.jpg
2026-09-07|YouTube 반응|KSPO돔을 빨갛게 물들이겠습니다 관련 YouTube 화제 영상|KSPO돔을 빨갛게 물들이겠습니다|인터뷰,인기,KSPO돔을,빨갛게,물들이겠습니다,T1,vs,DK,2026,LCK,Untara,운타라,00,인트로,06,1세트|"'""KSPO돔을 빨갛게 물들이겠습니다"" | T1 vs DK | 2026 LCK' 영상이 공개 5일 기준 조회수 452,826회, 좋아요 2,453개, 댓글 316개를 기록. 일평균 조회수 약 90,565회. 채널: Untara. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=wjbScRuzt5g|https://i.ytimg.com/vi/wjbScRuzt5g/hqdefault.jpg
2026-09-07|YouTube 반응|지금 관련 YouTube 화제 영상|지금|드라마,영화,공개,리뷰,결말,애니,출연,명장면,몰아보기,검색,권력과,역사,새로,쓰려하는,백기태,원지안|"'권력과 역사 새로 쓰려하는 백기태, 원지안 정우성 현빈 ""지금명장면"" #shorts' 영상이 공개 5일 기준 조회수 2,038,812회, 좋아요 12,177개, 댓글 626개를 기록. 일평균 조회수 약 407,762회. 채널: 지금. 수집 경로: 검색:한국 드라마 리뷰. 영상 유형: 쇼츠/숏폼 후보."|https://www.youtube.com/watch?v=iqq493xoflQ|https://i.ytimg.com/vi/iqq493xoflQ/hqdefault.jpg
2026-09-07|YouTube 반응|드라마 1시간 관련 YouTube 화제 영상|드라마 1시간|드라마,예능,영화,리뷰,몰아보기,검색,대기업의,갑질,실력,하나로,미친,참교육하는,웰메이드,1시간,구불,참교육|'대기업의 갑질? 실력 하나로 미친 참교육하는 웰메이드 드라마 [드라마 1시간 몰아보기]' 영상이 공개 5일 기준 조회수 1,116,689회, 좋아요 2,765개, 댓글 105개를 기록. 일평균 조회수 약 223,338회. 채널: 구불. 수집 경로: 검색:한국 예능 리뷰 / 검색:드라마 몰아보기. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=u6BITwPnhBI|https://i.ytimg.com/vi/u6BITwPnhBI/hqdefault.jpg
2026-09-07|YouTube 반응|신병4 관련 YouTube 화제 영상|신병4|드라마,예능,영화,OTT,티빙,리뷰,검색,돌아버린,하극상,신병이,등장했다,신병4,8회,PTSD,최대치,찍는|'돌아버린 하극상 신병이 등장했다.. [신병4] 5-8회🔥PTSD 최대치 찍는 참교육 마려운 천재 이등병이 만만한 선임 박민석을 개무시하기 시작하자 부대에 벌어진 일 ㄷㄷ' 영상이 공개 7일 기준 조회수 1,012,901회, 좋아요 2,843개, 댓글 401개를 기록. 일평균 조회수 약 144,700회. 채널: 고몽. 수집 경로: 검색:한국 예능 리뷰. 영상 유형: 일반 영상.|https://www.youtube.com/watch?v=MCp2PJb4v6o|https://i.ytimg.com/vi/MCp2PJb4v6o/hqdefault.jpg
2026-09-07|YouTube 반응|10년째 연애 중인 우리, 다시 설렐 수 있을까? 관련 YouTube 화제 영상|10년째 연애 중인 우리, 다시 설렐 수 있을까?|드라마,공식채널,KBS,Drama,10년째,연애,중인,우리,다시,설렐,있을까,말고,다른,방송,2TV,토일|"'[하이라이트] 10년째 연애 중인 우리, 다시 설렐 수 있을까? [너 말고 다른 연애] | KBS 방송' 영상이 공개 5일 기준 조회수 547,449회, 좋아요 2,880개, 댓글 389개를 기록. 일평균 조회수 약 109,490회. 채널: KBS Drama. 수집 경로: 공식채널:KBS Drama. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=rKHUZUhkIP0|https://i.ytimg.com/vi/rKHUZUhkIP0/hqdefault.jpg
2026-09-07|KOBIS 박스오피스|사랑의 하츄핑: 고래보석의 전설 일일 박스오피스 7위|사랑의 하츄핑: 고래보석의 전설|영화,박스오피스,흥행,사랑의,하츄핑,고래보석의,전설|2026-09-06 KOBIS 일별 박스오피스 7위. 일일 관객 8,034명, 누적 관객 858,709명, 매출 점유율 1.6%. 전일 대비 순위 변화 +0.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-07|KOBIS 박스오피스|모모와 다락방의 수상한 요괴들 일일 박스오피스 10위|모모와 다락방의 수상한 요괴들|영화,박스오피스,흥행,모모와,다락방의,수상한,요괴들|2026-09-06 KOBIS 일별 박스오피스 10위. 일일 관객 2,274명, 누적 관객 310,413명, 매출 점유율 0.4%. 전일 대비 순위 변화 +1.|https://www.kobis.or.kr/kobis/business/stat/boxs/findDailyBoxOfficeList.do|
2026-09-06|YouTube 반응|꿈의 스택 관련 YouTube 화제 영상|꿈의 스택|인기,농사만,10시간,지은,꿈의,스택,원펀맨,나서스,무지개맛,Rainbow,Flavor,괴랄한,증강,스킬,아이템,조합들|"'농사만 10시간 지은 ""꿈의 스택"" 원펀맨 나서스' 영상이 공개 2일 기준 조회수 268,957회, 좋아요 850개, 댓글 146개를 기록. 일평균 조회수 약 134,478회. 채널: 무지개맛 Rainbow Flavor. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=LGByoVlagZI|https://i.ytimg.com/vi/LGByoVlagZI/hqdefault.jpg
2026-09-06|YouTube 반응|HLE vs T1 관련 YouTube 화제 영상|HLE vs T1|인기,HLE,vs,T1,승자조,2라운드,매치,2026,우리은행,LCK,플레이오프,LeaveYourMark,LIVE,VOD,LoL,e스포츠|"'HLE vs T1 | 승자조 2라운드 매치 하이라이트 | 2026 우리은행 LCK 플레이오프' 영상이 공개 4일 기준 조회수 229,839회, 좋아요 616개, 댓글 408개를 기록. 일평균 조회수 약 57,460회. 채널: LCK. 수집 경로: 한국 인기 영상. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=c2XsPVnwxBU|https://i.ytimg.com/vi/c2XsPVnwxBU/hqdefault.jpg
2026-09-06|YouTube 반응|13화 선공개 관련 YouTube 화제 영상|13화 선공개|드라마,공개,가족,공식채널,KBS,Drama,13화,선공개,네가,오늘,밥이다,사랑이,온다,방송,Copyright,All|"'[13화 선공개] 네가 오늘 내 밥이다 [사랑이 온다] | KBS 방송' 영상이 공개 3일 기준 조회수 440,894회, 좋아요 996개, 댓글 71개를 기록. 일평균 조회수 약 146,965회. 채널: KBS Drama. 수집 경로: 공식채널:KBS Drama. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=7ggyh93qp_I|https://i.ytimg.com/vi/7ggyh93qp_I/hqdefault.jpg
2026-09-06|온라인 화제·뉴스|‘나는 솔로’ 남규홍 PD 연애 아닌 결혼 다룬다…신작 ‘계약결혼’ 28일 첫방 - 일간스포츠|나는 솔로|예능,신작,공개,첫방,나는,솔로,남규홍,PD,연애,아닌,결혼,다룬다,계약결혼,28일,일간스포츠|‘나는 솔로’ 남규홍 PD 연애 아닌 결혼 다룬다…신작 ‘계약결혼’ 28일 첫방 일간스포츠|http://isplus.joins.com/article/view/isp202609070021|
2026-09-05|YouTube 반응|범죄자만 관련 YouTube 화제 영상|범죄자만|드라마,영화,넷플릭스,신작,공개,리뷰,결말,스릴러,몰아보기,범죄,검색,오직,범죄자만,죽이는,여고생,킬러를|"'🔥오직 ""범죄자만"" 죽이는🔥여고생 킬러를 소재로 넷플릭스 공개와 동시에 ""오징어게임"" 제끼고 1등 먹어버린 역대급 미친 스릴러;;ㄷㄷ' 영상이 공개 7일 기준 조회수 1,294,264회, 좋아요 2,730개, 댓글 247개를 기록. 일평균 조회수 약 184,895회. 채널: 드림텔러 DREAM TELLER. 수집 경로: 검색:한국 드라마 리뷰 / 검색:드라마 몰아보기 / 검색:영화 요약. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=7YUAuLtPU84|https://i.ytimg.com/vi/7YUAuLtPU84/hqdefault.jpg
2026-09-05|YouTube 반응|미리보기 스페셜 관련 YouTube 화제 영상|미리보기 스페셜|공식채널,KBS,Drama,미리보기,스페셜,결혼,or,결별,기로에,10년,연인,남궁,미도,그리고,그들,앞에|"'[미리보기 스페셜] ‘결혼 or 결별’ 기로에 선 10년 차 연인 남궁♥미도, 그리고 그들 앞에 나타난 변수?! [너 말고 다른 연애] | KBS 방송' 영상이 공개 6일 기준 조회수 785,785회, 좋아요 4,519개, 댓글 391개를 기록. 일평균 조회수 약 130,964회. 채널: KBS Drama. 수집 경로: 공식채널:KBS Drama. 영상 유형: 일반 영상."|https://www.youtube.com/watch?v=2St3p-Nm5Gg|https://i.ytimg.com/vi/2St3p-Nm5Gg/hqdefault.jpg
